      33,  -0.003845,   0.988281,   0.200757
      49,  -0.002747,   0.984008,   0.204663
      64,  -0.003723,   0.972655,   0.199536
      80,  -0.003723,   0.975096,   0.201978
      96,  -0.002625,   0.980223,   0.201611
     111,  -0.002869,   0.987304,   0.203809
     127,  -0.004212,   0.987182,   0.203321
     142,  -0.003235,   0.983886,   0.203809
     158,  -0.003235,   0.981688,   0.204419
     174,  -0.002014,   0.980101,   0.203321
     189,  -0.004700,   0.983886,   0.203565
     205,  -0.000916,   0.989990,   0.203198
     220,  -0.002136,   0.987670,   0.203321
     236,  -0.004212,   0.979613,   0.203443
     252,  -0.002625,   0.972777,   0.203321
     267,  -0.001282,   0.976317,   0.201367
     283,  -0.003968,   0.987548,   0.204541
     299,  -0.003357,   0.995727,   0.205396
     314,  -0.001404,   0.990478,   0.205030
     330,  -0.002869,   0.981810,   0.205518
     345,  -0.002747,   0.971800,   0.200757
     361,  -0.002503,   0.977049,   0.204053
     377,  -0.003113,   0.981200,   0.206128
     392,  -0.003845,   0.989379,   0.204663
     408,  -0.002136,   0.987792,   0.204663
     424,  -0.000549,   0.974974,   0.203321
     439,  -0.002625,   0.985351,   0.202466
     455,  -0.001404,   0.987548,   0.204297
     470,  -0.002991,   0.982177,   0.203565
     486,  -0.002869,   0.980712,   0.203198
     502,  -0.000549,   0.981200,   0.201856
     517,  -0.003968,   0.984496,   0.200879
     533,  -0.003113,   0.981078,   0.202710
     549,  -0.001282,   0.986327,   0.203931
     564,  -0.002136,   0.981322,   0.203443
     580,  -0.003235,   0.986327,   0.203198
     595,  -0.003113,   0.982299,   0.202588
     611,  -0.002625,   0.981444,   0.202832
     627,  -0.001648,   0.981688,   0.203687
     642,  -0.002503,   0.984374,   0.201856
     658,  -0.005066,   0.983031,   0.204541
     673,  -0.003357,   0.983153,   0.202222
     689,  -0.002014,   0.984130,   0.205640
     705,  -0.002991,   0.980468,   0.201978
     720,  -0.003601,   0.985473,   0.204419
     736,  -0.002380,   0.980834,   0.202588
     752,  -0.002014,   0.981933,   0.204419
     767,  -0.003479,   0.980834,   0.202222
     783,  -0.001526,   0.982177,   0.203443
     798,  -0.001038,   0.981322,   0.203687
     814,  -0.003601,   0.982055,   0.204419
     830,  -0.001404,   0.984496,   0.202466
     845,  -0.003235,   0.982909,   0.202222
     861,  -0.003357,   0.983520,   0.206617
     877,  -0.002625,   0.982055,   0.202588
     892,  -0.001404,   0.982787,   0.203809
     908,  -0.001892,   0.981444,   0.201733
     923,  -0.002747,   0.984740,   0.205030
     939,  -0.002625,   0.980712,   0.203321
     955,  -0.003723,   0.984252,   0.204175
     970,  -0.002747,   0.982665,   0.203198
     986,  -0.000671,   0.984374,   0.203687
    1002,  -0.003235,   0.982543,   0.202832
    1017,  -0.001770,   0.982299,   0.203687
    1033,  -0.002869,   0.982299,   0.204785
    1048,  -0.002014,   0.984130,   0.204053
    1064,  -0.002503,   0.984374,   0.204297
    1080,  -0.004090,   0.983764,   0.204175
    1095,  -0.001770,   0.982787,   0.204297
    1111,  -0.002380,   0.983275,   0.204175
    1126,  -0.002747,   0.984130,   0.202832
    1142,  -0.000916,   0.983153,   0.204541
    1158,  -0.004090,   0.983764,   0.203321
