      21,  -0.803333,  -0.330770,   0.393029
      37,  -0.802112,  -0.327596,   0.392541
      52,  -0.796741,  -0.323201,   0.388879
      68,  -0.795276,  -0.317829,   0.390588
      84,  -0.792102,  -0.316365,   0.391809
     100,  -0.793322,  -0.311726,   0.394006
     122,  -0.794787,  -0.307575,   0.396203
     138,  -0.801990,  -0.305133,   0.393762
     153,  -0.809681,  -0.306110,   0.394494
     169,  -0.813099,  -0.307819,   0.391564
     185,  -0.824818,  -0.313313,   0.386681
     200,  -0.834096,  -0.324544,   0.326619
     216,  -0.853873,  -0.314411,   0.311726
     232,  -0.806751,  -0.342245,   0.396692
     247,  -0.793811,  -0.359092,   0.442837
     263,  -0.804676,  -0.275346,   0.397913
     279,  -0.847037,  -0.272661,   0.288775
     294,  -0.765000,  -0.358603,   0.329549
     310,  -0.796008,  -0.414271,   0.389611
     326,  -0.736190,  -0.373985,   0.368370
     341,  -0.811634,  -0.305378,   0.356162
     357,  -0.795276,  -0.289996,   0.338827
     372,  -0.811634,  -0.337850,   0.361777
     388,  -0.811878,  -0.342489,   0.362754
     404,  -0.818226,  -0.386925,   0.383385
     419,  -0.862418,  -0.389123,   0.359092
     435,  -0.880974,  -0.357383,   0.330526
     450,  -0.895135,  -0.350546,   0.312946
     466,  -0.896722,  -0.361777,   0.298907
     482,  -0.881585,  -0.373985,   0.313557
     497,  -0.910517,  -0.390099,   0.355185
     513,  -0.902094,  -0.281572,   0.374352
     529,  -0.863273,  -0.288897,   0.404138
     544,  -0.886346,  -0.316365,   0.439175
     560,  -0.911982,  -0.352744,   0.441860
     576,  -0.904535,  -0.349692,   0.428920
     591,  -0.738754,  -0.269365,   0.355674
     607,  -0.871086,  -0.274248,   0.329305
     622,  -1.077031,  -0.385461,   0.459440
     638,  -0.941281,  -0.337118,   0.468962
     654,  -0.717390,  -0.288042,   0.374718
     669,  -0.926875,  -0.425014,   0.405237
     685,  -0.773546,  -0.364707,   0.430629
     700,  -0.738509,  -0.332601,   0.413905
     716,  -0.746444,  -0.326863,   0.401819
     732,  -0.848746,  -0.357016,   0.402796
     747,  -0.792956,  -0.311237,   0.425136
     763,  -0.820424,  -0.300006,   0.412318
     779,  -0.802356,  -0.295245,   0.403284
     794,  -0.813465,  -0.311726,   0.404138
     810,  -0.823353,  -0.301471,   0.398645
     825,  -0.842398,  -0.281572,   0.394616
     841,  -0.827382,  -0.289507,   0.407557
     857,  -0.848013,  -0.290118,   0.401819
     872,  -0.841055,  -0.316487,   0.411341
     888,  -0.831899,  -0.350424,   0.412073
     903,  -0.842886,  -0.320515,   0.434780
     919,  -0.842153,  -0.280840,   0.446622
     935,  -0.825307,  -0.270219,   0.460172
     950,  -0.814320,  -0.272172,   0.444546
     966,  -0.811390,  -0.288042,   0.430874
     982,  -0.813099,  -0.306842,   0.437466
     997,  -0.847769,  -0.297809,   0.424525
    1013,  -0.861076,  -0.292315,   0.407068
    1028,  -0.869743,  -0.272417,   0.405481
    1044,  -0.854361,  -0.284136,   0.397913
    1060,  -0.850943,  -0.322224,   0.388146
    1075,  -0.850211,  -0.343954,   0.389367
    1091,  -0.851920,  -0.349081,   0.387902
    1107,  -0.849234,  -0.320027,   0.397913
    1122,  -0.836050,  -0.325154,   0.414759
    1138,  -0.830678,  -0.319783,   0.417201
    1153,  -0.820912,  -0.307331,   0.421840
    1169,  -0.817250,  -0.304645,   0.419886
    1185,  -0.810169,  -0.301959,   0.422084
    1200,  -0.813099,  -0.321736,   0.423061
    1216,  -0.817494,  -0.337362,   0.400110
    1232,  -0.817372,  -0.320271,   0.424647
    1247,  -0.819447,  -0.305866,   0.422328
    1263,  -0.828481,  -0.311237,   0.424037
    1278,  -0.839224,  -0.318562,   0.411585
    1294,  -0.851431,  -0.324422,   0.404016
    1310,  -0.843496,  -0.335164,   0.428920
    1325,  -0.841177,  -0.353720,   0.451871
    1341,  -0.853140,  -0.360190,   0.455289
    1357,  -0.858024,  -0.361289,   0.452603
    1372,  -0.865104,  -0.351035,   0.439663
    1388,  -0.879631,  -0.337484,   0.435512
    1403,  -0.901972,  -0.352988,   0.426234
    1419,  -0.921260,  -0.385583,   0.437710
    1435,  -0.925899,  -0.374229,   0.448453
    1450,  -0.940548,  -0.364951,   0.461027
    1466,  -0.959104,  -0.382164,   0.485931
    1481,  -0.971312,  -0.409876,   0.494720
    1497,  -1.054813,  -0.434536,   0.501434
    1513,  -1.094854,  -0.443570,   0.536593
    1528,  -1.112434,  -0.416712,   0.614723
    1544,  -1.110480,  -0.412562,   0.628517
    1560,  -1.115119,  -0.407312,   0.642190
    1575,  -1.091558,  -0.408167,   0.648416
