You entered a buffer length of 20
0.079656, 0.973997, 0.223463
0.077336, 0.969847, 0.217481
0.086248, 0.968870, 0.220411
0.078923, 0.972410, 0.226637
0.094427, 0.982543, 0.230056
0.080144, 0.974242, 0.229323
0.087469, 0.974242, 0.226027
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.835317, 0.716658, 1.446194, 0.304816, 1.048093, 0.040298, 0.072819, 1.189220, 0.649393, 1.673381, -2.465544, 2.304279
0.077336, 0.969847, 0.217481
0.086248, 0.968870, 0.220411
0.078923, 0.972410, 0.226637
0.094427, 0.982543, 0.230056
0.080144, 0.974242, 0.229323
0.087469, 0.974242, 0.226027
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
0.459318, 0.827260, 0.087225, 0.323799, 1.040756, 0.033486, 0.072819, 1.189220, 0.649393, 1.673381, -2.465544, 2.304279
0.086248, 0.968870, 0.220411
0.078923, 0.972410, 0.226637
0.094427, 0.982543, 0.230056
0.080144, 0.974242, 0.229323
0.087469, 0.974242, 0.226027
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.467375, 1.202527, 0.865470, 0.296563, 1.052390, 0.065885, -0.467375, 1.189220, 0.649393, 1.673381, -2.465544, 2.304279
0.078923, 0.972410, 0.226637
0.094427, 0.982543, 0.230056
0.080144, 0.974242, 0.229323
0.087469, 0.974242, 0.226027
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
-0.040469, 0.804676, 0.753769, 0.290228, 1.044180, 0.092553, -0.467375, 1.189220, 0.649393, 1.673381, -2.465544, 2.304279
0.094427, 0.982543, 0.230056
0.080144, 0.974242, 0.229323
0.087469, 0.974242, 0.226027
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.740707, 1.392602, 0.411341, 0.323317, 1.065190, 0.101788, -0.467375, 1.189220, 0.649393, 1.673381, -2.465544, 2.304279
0.080144, 0.974242, 0.229323
0.087469, 0.974242, 0.226027
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
0.152536, 2.502777, 0.966551, 0.326222, 1.141201, 0.138613, -0.467375, 1.189220, 0.649393, 2.502777, -2.465544, 2.304279
0.087469, 0.974242, 0.226027
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.071354, 2.158640, 0.789538, 0.318647, 1.200421, 0.166624, -0.467375, 1.189220, 0.649393, 2.502777, -2.465544, 2.304279
0.080876, 0.970091, 0.225294
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.564427, 2.072331, 0.697003, 0.286053, 1.255326, 0.190173, -0.564427, 1.189220, 0.649393, 2.502777, -2.465544, 2.304279
0.072819, 0.988281, 0.206617
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.715070, 2.042544, 0.679790, 0.246255, 1.308948, 0.212898, -0.715070, 1.189220, 0.649393, 2.502777, -2.465544, 2.304279
0.078191, 1.166880, -0.331258
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.655497, 1.881768, 0.623390, 0.209839, 1.353623, 0.233736, -0.715070, 1.189220, 0.649393, 2.502777, -2.465544, 2.304279
0.281206, 1.549960, -2.086614
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.637063, 1.242813, 0.467863, 0.174077, 1.357419, 0.273692, -0.715070, 1.189220, 0.649393, 2.502777, -2.465544, 2.304279
0.462370, 1.673381, -2.465544
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
-0.405970, 0.487762, 0.529024, 0.139718, 1.304309, 0.404474, -0.715070, 1.189220, 0.487762, 2.502777, -2.465544, 2.304279
0.438931, 1.431911, -1.776048
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.036684, 0.020936, 0.259720, 0.118434, 1.221687, 0.540737, -0.715070, 1.189220, 0.020936, 2.502777, -1.776048, 2.304279
0.282915, 1.156748, -0.724470
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.618751, -0.503998, -0.057682, 0.127425, 1.124892, 0.626656, -0.715070, 1.189220, -0.503998, 2.502777, -0.724470, 2.304279
0.252640, 1.147470, -0.154489
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
0.999878, -0.954953, -0.141549, 0.163273, 1.019307, 0.655802, -0.715070, 1.189220, -0.954953, 2.502777, -0.154489, 2.304279
0.183056, 0.813465, 0.155710
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
1.175060, -1.481963, -0.402063, 0.209394, 0.887835, 0.643423, -0.715070, 1.189220, -1.481963, 2.502777, -0.402063, 2.304279
0.242752, 0.961912, 0.476408
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
0.940914, -1.813160, -0.542453
0.940914, -1.813160, -0.542453, 0.247287, 0.756504, 0.608515, -0.715070, 1.189220, -1.813160, 2.502777, -0.542453, 2.304279
1.111823, 0.649393, 1.956479
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
0.940914, -1.813160, -0.542453
0.429653, -1.657389, -0.648050
0.429653, -1.657389, -0.648050, 0.256632, 0.625539, 0.552292, -0.715070, 1.189220, -1.813160, 2.502777, -0.648050, 2.304279
1.189220, 0.919551, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
0.940914, -1.813160, -0.542453
0.429653, -1.657389, -0.648050
-0.218824, -0.868644, -0.452603
-0.218824, -0.868644, -0.452603, 0.190099, 0.549637, 0.431838, -0.715070, 1.189220, -1.813160, 2.502777, -0.648050, 2.304279
0.835317, 0.716658, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
0.940914, -1.813160, -0.542453
0.429653, -1.657389, -0.648050
-0.218824, -0.868644, -0.452603
-0.468351, 0.162791, -0.060123
-0.468351, 0.162791, -0.060123, 0.107221, 0.511799, 0.313618, -0.715070, 1.175060, -1.813160, 2.502777, -0.648050, 1.446194
0.459318, 0.827260, 0.087225
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
0.940914, -1.813160, -0.542453
0.429653, -1.657389, -0.648050
-0.218824, -0.868644, -0.452603
-0.468351, 0.162791, -0.060123
-0.347372, 1.681926, 0.404871
-0.347372, 1.681926, 0.404871, 0.048086, 0.560062, 0.261552, -0.715070, 1.175060, -1.813160, 2.502777, -0.648050, 0.966551
-0.467375, 1.202527, 0.865470
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
0.940914, -1.813160, -0.542453
0.429653, -1.657389, -0.648050
-0.218824, -0.868644, -0.452603
-0.468351, 0.162791, -0.060123
-0.347372, 1.681926, 0.404871
-0.844229, 2.529757, 0.487396
-0.844229, 2.529757, 0.487396, -0.017091, 0.645187, 0.281560, -0.844229, 1.175060, -1.813160, 2.529757, -0.648050, 0.966551
-0.040469, 0.804676, 0.753769
0.740707, 1.392602, 0.411341
0.152536, 2.502777, 0.966551
-0.071354, 2.158640, 0.789538
-0.564427, 2.072331, 0.697003
-0.715070, 2.042544, 0.679790
-0.655497, 1.881768, 0.623390
-0.637063, 1.242813, 0.467863
-0.405970, 0.487762, 0.529024
0.036684, 0.020936, 0.259720
0.618751, -0.503998, -0.057682
0.999878, -0.954953, -0.141549
1.175060, -1.481963, -0.402063
